participant,AREA_1,AREA_2,AREA_3,AREA_4,AREA_5,AREA_6,AREA_7,AREA_8,AREA_9,AREA_10,AREA_11,AREA_12,AREA_13,AREA_14,BMRQ_1,BMRQ_2,BMRQ_3,BMRQ_4,BMRQ_5,BMRQ_6,BMRQ_7,BMRQ_8,BMRQ_9,BMRQ_10,BMRQ_11,BMRQ_12,BMRQ_13,BMRQ_14,BMRQ_15,BMRQ_16,BMRQ_17,BMRQ_18,BMRQ_19,BMRQ_20,Sex,Age,Ed,Race,YrsMusic,YrsArt,AReA_aesthApp,AReA_intAesthExp,AReA_creatBehav,AReA_total,BMRQ_sum,BMRQ_musicSeeking,BMRQ_emoEvoc,BMRQ_moodReg,BMRQ_sensMot,BMRQ_social,BMRQ_musicRew,avgRMSE_accurate_preOne,avgRMSE_linear_preOne,avgRMSE_linear_modality_preOne,avgRMSE_averaging_preOne,avgRMSE_highAtt_preOne,avgRes_linear_preOne,avgRes_linear_image_preOne,avgRes_linear_music_preOne,avgRes_highAtt_preOne,avgRMSE_accurate_postOne,avgRMSE_linear_postOne,avgRMSE_linear_modality_postOne,avgRMSE_averaging_postOne,avgRMSE_highAtt_postOne,avgRes_linear_postOne,avgRes_linear_image_postOne,avgRes_linear_music_postOne,avgRes_highAtt_postOne,avgRMSE_averaging_preBoth,avgRMSE_linear_modality_preBoth,avgRMSE_compress_preBoth,avgRMSE_extreme_preBoth,avgRes_imageWeight_linear_preBoth,avgRes_a_compress_preBoth,avgRes_b_compress_preBoth,avgRes_a_extreme_preBoth,avgRes_b_extreme_preBoth,avgRMSE_averaging_postBoth,avgRMSE_linear_modality_postBoth,avgRMSE_compress_postBoth,avgRMSE_extreme_postBoth,avgRes_imageWeight_linear_postBoth,avgRes_a_compress_postBoth,avgRes_b_compress_postBoth,avgRes_a_extreme_postBoth,avgRes_b_extreme_postBoth
4774,1,3,3,3,2,3,3,1,4,3,2,2,2,2,4,1,5,5,1,5,4,5,5,5,5,4,5,5,5,4,3,5,5,5,Male,19,13,White,10,1,21,7,8,34,86,61.0,60.0,60.0,61.0,60.0,65.0,0.8055555555555556,0.9211265761388864,0.9065945068728256,0.6666666666666666,1.1117559181052077,0.6086042428849358,0.5246119354537155,0.7017437373662296,4.563221329269942,0.4444444444444444,0.6602397902863413,0.6578333263124553,0.8611111111111112,0.6668660588138495,0.9508074939734664,0.9230700004878724,0.9813797124698002,8.424195115112976,0.6388888888888888,0.8304423596870747,0.7972791200670793,0.8277664726207123,0.5749344838330928,1.014314769302336,0.7755239525769961,-0.1388887412076757,1.0,0.6388888888888888,0.7489530837027244,0.4386997139978589,0.688307525035617,0.4529117828443459,2.60110644635257,0.4342507061134611,-0.3055554344830281,1.0
4801,2,5,3,4,1,3,1,1,3,2,1,3,3,4,5,1,5,3,2,5,3,5,4,2,2,3,1,5,3,4,2,4,5,4,Male,22,16,White,0,0,27,8,4,36,68,44.0,54.0,53.0,37.0,58.0,49.0,2.0,2.1929246911320277,1.8981201565136971,1.7777777777777777,2.461965194761339,0.5962625390313493,0.9097895714571272,0.2857946682931023,4.699250182574722,2.5,2.364448293792779,2.294675823736239,1.9722222222222223,2.762944027460579,0.4885321038037913,0.6417821201743911,0.3432617814051817,4.692727942384888,1.8333333333333333,2.2157816264912578,2.0405538888171004,2.245322191900341,0.6261951980473444,2.3406230676872863,0.5499053397667603,-0.0065379700050039,1.0021213794431345,1.3888888888888888,1.6843952329875984,1.3988772601147657,1.5080997828324008,0.4778521517375844,1.916816907353124,0.7874203578839244,0.0,1.1504655810540982
4807,0,3,1,3,1,2,1,1,5,2,2,1,1,2,3,1,3,4,2,4,4,3,3,3,4,3,2,4,4,3,2,3,4,5,Male,21,15,White,0,0,17,5,4,25,64,55.0,33.0,42.0,49.0,43.0,41.0,0.8611111111111112,1.346686753991128,1.2690822003917797,1.5,1.4623887631451842,0.8456757375082592,0.9405454866626632,0.6890335107341762,8.824798880911251,1.805555555555556,1.916336838314288,1.910992639384742,1.5833333333333333,2.1382075923889814,0.5459489496129766,0.469291552323327,0.5738315763605917,4.46888982554368,1.3611111111111112,1.5242859632808767,1.4673369878370073,1.485234316326264,0.5273275299580731,0.2677507262217583,0.876696051132983,-0.3611074772079063,1.0,1.3055555555555556,1.484479598284654,1.4028480596884032,1.4582940562574545,0.6693535843298066,1.0528004845467662,0.9296744243439844,0.0,1.107910128830819
4808,2,4,4,3,3,3,1,2,4,3,2,2,3,3,5,2,4,4,1,4,4,5,3,5,4,3,3,4,5,5,1,5,4,5,Female,21,14,White,2,3,26,9,7,39,76,51.0,52.0,46.0,60.0,54.0,53.0,1.1388888888888888,1.381499391686856,1.3529540652174517,1.1388888888888888,1.505354434268556,0.7348288844992212,0.8404498423308024,0.6216656220486559,5.889292795221162,0.8611111111111112,1.0903344778720214,1.0715295315511917,0.9722222222222222,1.2354576548439886,0.7020561709030171,0.7604722594023403,0.6143090889880087,3.3355831592635563,0.8611111111111112,0.9749297910947016,1.127219106445809,1.1290092164462688,0.3161792136454416,0.1262316823801915,0.9439400948638264,-0.1193850970885161,1.00961574176532,0.9166666666666666,1.1278161582536568,0.9718883935796656,1.0798657788553454,0.69682763312497,0.5434423841663787,0.6951442059678186,-0.5833333589830845,1.0
4809,1,4,3,3,2,3,1,1,4,3,1,2,3,3,4,2,5,4,3,4,5,5,5,3,4,2,3,4,4,4,2,5,4,4,Female,20,14,White,4,1.5,24,7,6,34,76,54.0,54.0,54.0,41.0,46.0,50.0,1.4722222222222223,1.2137928745309412,1.1868562481518867,1.0,1.47128183774762,0.5368600534511281,0.4502071634937779,0.6258120710404911,2.351994376415761,1.25,1.182993683987994,1.1769717885402395,0.9722222222222222,1.292658438071015,0.6091982949494524,0.6592895790234093,0.5543326267872677,4.056450342471862,1.0277777777777777,1.3202910985315008,1.1444356010416246,1.2705776280975722,0.397932226906446,1.9214622311376484,0.7554260213434032,0.0,1.0781342047685638,1.0833333333333333,1.2987791535050814,0.9076200839129124,1.327288008440332,0.3226972671711123,2.946189194570564,0.5072832314436944,0.0,1.001817053944564
4811,1,3,2,2,1,3,1,1,3,3,3,1,1,1,2,1,4,4,2,4,3,4,4,4,3,2,2,4,4,4,2,4,4,4,Female,19,12,White,2,0,16,6,5,26,65,49.0,42.0,48.0,48.0,42.0,44.0,1.4166666666666667,1.8758596687254137,1.8554199954267565,1.75,1.917964142594168,0.7982273012860227,0.8784399659310277,0.7242440013312126,5.023209395844519,1.2222222222222223,1.5357223363855217,1.5295345232357591,1.4444444444444444,1.6298261479838736,0.7911210520605929,0.8270286594087242,0.7520506615805047,5.577405904736451,1.2777777777777777,1.3755057173050649,1.4274678611819385,1.5313863100859784,0.7688778165663546,0.8175375832652692,0.7194968554219818,-0.4444437724206708,1.0,1.2222222222222223,1.583584861523363,1.257170511933781,1.588803228795479,0.4617719905167596,2.401097422593653,0.491690479215056,-0.004902102784081,1.0
4815,2,4,4,4,1,3,1,2,3,1,4,3,3,4,5,2,5,5,3,5,4,5,5,3,4,4,3,5,3,4,3,5,5,4,Male,26,17 years,caucasian,1-2,1,27,12,3,39,82,53.0,60.0,59.0,40.0,60.0,56.0,1.1388888888888888,1.3742460839925248,1.3369372334231726,1.25,1.481348641768432,0.7333119640491286,0.578976941217168,0.8445100966211685,5.890723689349999,0.5,0.831344842422424,0.817233886674154,0.8888888888888888,0.8293885963419659,0.910534678685376,0.9843505606755554,0.828289423619863,7.628695821202388,1.2222222222222223,1.459233793134504,1.178272294577681,1.2355316863502306,0.4997171283187194,1.9379168000116824,0.8209332591161865,0.0,1.1241065343044352,0.6666666666666666,0.9228063990815492,0.6733602099541477,0.7343710765050723,0.5249466744605958,1.451707358505355,0.8636380657275217,0.0,1.089880093944868
4821,2,4,1,3,3,2,5,1,3,5,2,1,2,3,3,2,4,5,5,3,4,3,4,1,2,1,1,3,1,1,1,3,4,2,Female,18,12,Caucasian,0,3,20,6,13,37,53,40.0,31.0,45.0,15.0,30.0,25.0,1.3055555555555556,1.3891809159797912,1.0662636033918789,1.1388888888888888,1.5676436450002598,0.6086640225266211,0.8983379175818241,0.3700647066722005,4.4067732053484985,1.8611111111111112,1.9780941165870745,1.6828407759892938,1.6111111111111112,1.9382556689469812,0.583621752976184,0.8267704265031524,0.3312806057445392,4.006960577458599,1.3611111111111112,1.3578983851372437,1.6114104298754577,1.6497061062670832,0.794622473481323,0.3755545373809777,0.8424642061007037,-0.4722213181284879,1.0,1.6944444444444444,1.5958408457676831,1.8399198093986788,1.9493680331118184,0.8125711104892277,1.1501298654966343,0.6870541537822058,-0.5277762396876559,1.0
4824,0,2,2,1,1,3,1,1,4,2,1,1,2,2,2,4,4,2,3,4,4,2,4,2,2,1,4,3,3,3,1,2,4,4,Male,21,14.5,Egyptian,2,0,16,5,4,23,58,31.0,23.0,37.0,37.0,45.0,27.0,1.3611111111111112,1.827385532367176,1.811409956736674,1.6666666666666667,1.8476386981542032,0.8897193056960542,0.7807836878114784,0.9711179260136382,7.245636015044976,0.8611111111111112,1.175638160723783,1.173780502435934,1.1111111111111112,1.259408846882307,0.79723140886284,0.8288885433864084,0.7806319978882845,5.990676097802314,1.8333333333333333,2.218936800088956,1.712013578400178,1.9307170163972964,0.2712136299600405,2.6197830394203585,0.6741708428088398,0.0,1.3173330626872608,1.4444444444444444,1.696830588341324,1.6041297482295025,1.6779948269409175,0.4894753753505557,1.423247275307847,0.7151226938424433,0.0,1.0631195666501465
4830,2,2,2,3,1,3,1,1,3,1,2,2,2,3,4,2,4,4,5,4,2,2,5,1,4,1,2,4,3,4,2,4,4,3,Male,19,14,White/Asian,7,0,20,7,3,28,64,46.0,30.0,53.0,21.0,51.0,35.0,1.4166666666666667,1.1615434047540036,1.0942549309899354,0.8611111111111112,1.3995051508090146,0.558667779651683,0.4132988719511424,0.6539586595923056,3.0441311809337366,1.5833333333333333,1.7282985638347137,1.7275040756810816,1.3611111111111112,1.7300169031722268,0.6637526471856003,0.6604323956091929,0.6671045385670565,4.857466588136174,0.6388888888888888,0.8056913500190884,0.8224606225979121,0.8001073947431749,0.4508425390071688,0.0,0.991676718497617,-0.6442909785647097,1.1223790184380853,0.8055555555555556,0.983103795023911,0.8240928598197337,0.8393156438311323,0.4591411528461284,0.0101320672976238,0.8846949846293926,-0.527777946494086,1.0
4843,2,2,3,2,1,3,1,1,4,1,2,2,1,1,4,3,4,5,2,4,4,5,4,4,4,4,4,5,5,4,3,5,5,5,Male,20,14,White,4,0,18,6,3,26,83,50.0,56.0,56.0,54.0,54.0,56.0,1.7777777777777777,1.7300503244683236,1.7142711097953751,1.5,1.9597070813229207,0.633755039940178,0.7272636456938594,0.5753446701500312,5.103802938933051,1.4166666666666667,1.642038565291463,1.5430289717417545,1.5,1.8689930119166125,0.7045809630509192,0.8916765772480417,0.5276368500854128,7.09093683488116,1.6111111111111112,2.22252945749303,2.0607763802142824,2.223213063857997,0.4829573498739908,2.4880919194305227,0.4907216449859384,-0.0882388122425784,1.001610305712478,1.1666666666666667,1.3800022469340163,1.0435639021395209,1.1985764700888295,0.517733058895185,1.958666481691642,0.7745871459297055,0.0,1.131614639492469
4844,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,5,4,3,4,4,1,3,3,2,4,4,3,1,5,4,4,Male,18,12,white,6,0,10,4,3,16,67,44.0,51.0,51.0,28.0,35.0,39.0,0.9166666666666666,1.2023113622776342,1.1769949676112883,1.1111111111111112,1.0419225911899306,0.7711796639641102,0.8580413507604433,0.6856280776542013,3.702600965353588,0.5277777777777778,0.7818199535770534,0.7019644988594512,1.0555555555555556,0.6264235903731227,0.8628590949225968,0.9911464366379412,0.7375641428692984,4.800721165838006,1.25,1.2620713198724285,1.276107968168946,1.3222086027467932,0.8345039572181464,0.4012376049934195,0.7258880426259178,-0.7500011381484454,1.0,0.8055555555555556,0.6884186816008353,0.842170557044463,0.738528258775004,0.7520940301472799,0.0,0.8856354734228051,-1.5712963622392129,1.235553959372697
4854,1,4,2,3,1,4,1,1,3,1,1,2,2,2,4,1,3,5,2,2,2,4,4,4,5,2,3,5,5,3,4,4,4,5,Male,17,12,black,0,0,21,6,3,28,71,57.0,39.0,54.0,50.0,47.0,49.0,2.555555555555556,2.401038227882604,2.381262473376925,2.083333333333333,2.5482636101916487,0.4236480179464216,0.5069316408757228,0.3411336049787132,3.3992033648340416,1.9722222222222223,2.4343345853247103,2.3850327018883704,2.0277777777777777,2.285362755520936,0.7023862757389652,0.5537006350527096,0.8437238576295535,4.584720032158496,1.8611111111111112,2.344748462376132,1.9717020826685487,2.2062722185445125,0.5413981252166474,2.8869895993202936,0.3386788734412276,-0.8055567990049378,1.0,2.083333333333333,2.489712469008177,2.0095548467399755,2.3852243934078032,0.361264620972408,4.138544425223689,0.1047510146007998,-0.8611122820434152,1.0
4856,2,4,2,3,2,4,1,2,4,3,2,3,2,4,5,2,4,4,2,5,3,4,4,4,4,3,4,4,4,5,3,4,4,4,Male,20,14,White,1,0,25,9,6,38,76,51.0,45.0,45.0,48.0,67.0,50.0,1.8888888888888888,1.5939344051703772,1.578955504222594,1.3055555555555556,1.9337417795371052,0.4195027347823957,0.3450781480997649,0.4929891278045666,2.787859507455744,1.25,1.312704212279914,1.310165841164895,1.1111111111111112,1.3916185814429318,0.6716471007021425,0.6970186420659581,0.6431735732250765,5.004475822077888,1.0555555555555556,1.214915888369662,1.158830482474721,1.2105755999244423,0.4549446785719506,1.2600756970161582,0.7548265415509529,-0.1666663775496005,1.0,1.5555555555555556,1.8290158579971032,1.2315247405721417,1.8262099215349896,0.6150815132784088,4.996715223677638,0.2480909677595145,0.0,1.0427155460392643
4861,2,5,3,4,4,3,2,1,3,4,3,3,3,3,4,2,5,4,3,4,4,5,4,3,4,5,3,4,4,3,2,5,4,3,Female,18,12,White/Asian,10,3,26,10,10,43,75,51.0,61.0,46.0,39.0,47.0,48.0,0.8333333333333334,0.9779377698598368,0.9719094727929668,0.8888888888888888,1.109663070283959,0.7350762169283985,0.783635904958508,0.6764003894411036,5.645694500111532,0.9166666666666666,1.2489961274831327,1.2348982784052835,1.1388888888888888,1.3214849737707988,0.7816661750545196,0.8869060313787043,0.7000077864655507,6.411140599229487,0.7777777777777778,0.8878809349526994,0.8767369866117682,0.9174862822003098,0.6361016016531953,1.673908952708361,0.7111605798114626,0.0,1.023872110571133,0.6666666666666666,0.8787288814151979,0.8341084894448256,0.7795132906765575,0.4784126531885369,0.2777787972015141,1.0,-1.1964755922053525,1.2821870571583869
4866,1,2,0,1,1,1,1,1,3,3,2,1,1,2,4,2,3,4,2,4,4,1,3,4,4,1,2,4,3,3,1,1,3,4,Male,20,13,Asian / White,2,2,11,5,5,20,57,50.0,11.0,38.0,48.0,42.0,31.0,1.0833333333333333,1.508971736440261,1.5043446908584803,1.5833333333333333,1.531120020202869,0.910809525887002,0.9485332605382482,0.8773622663423176,7.214003876989015,1.1111111111111112,1.3263619644598534,1.1725382157847692,1.4444444444444444,1.19151686913235,0.8492633489130282,1.0,0.6701236295871515,4.623908067941702,1.2777777777777777,1.3124698490766893,1.5875599435779155,1.6187905965562974,0.8150349347720052,0.6927540642372513,0.7672826608315039,-0.4444436816477728,1.0,1.0555555555555556,1.0314382398042146,1.0204134534328813,1.011284506000709,0.761831170959743,0.0,0.8389459416653993,-0.8486275570210234,1.0030896313876512
4873,1,5,4,3,2,3,5,2,4,5,2,1,2,3,4,1,5,5,1,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,Male,20,13,White / non hispanic,1,3,25,7,12,42,88,69.0,61.0,58.0,57.0,63.0,66.0,1.5,1.8215484990754676,1.753597411163806,1.6388888888888888,1.756800294771102,0.8046664032475357,0.9932587190952412,0.6023515008804702,4.6226632916869255,1.5555555555555556,1.7576478635553503,1.739831702895983,1.5,1.8565977167084864,0.6694478103074714,0.7397181057563962,0.5824340604723681,3.8444857733739073,1.5,1.950022861884379,1.8074564628892815,1.9396487682404648,0.5741192043592827,2.07959401769956,0.544081933129158,-0.2777709388203951,1.0,1.3333333333333333,1.7426843519522743,1.6566990272608306,1.6688749089111927,0.4757288448275385,0.2348115799195541,0.8585474501518106,-0.5492831487131923,1.009856625100198
4875,1,4,3,2,1,2,1,1,4,3,2,2,2,2,4,2,4,4,3,5,4,4,5,4,4,3,4,4,4,4,2,4,4,4,Male,18,12,American Asian (South indain),7,1,20,7,5,30,76,50.0,44.0,51.0,46.0,56.0,49.0,1.6666666666666667,1.9615740598637568,1.892533348607493,1.6111111111111112,2.263549145742994,0.644601681378933,0.7932409866302617,0.4933159563218862,5.33373626803172,1.8888888888888888,2.182122252339028,2.1681865123345925,1.8611111111111112,2.5337829210943905,0.6049077542839492,0.666239344456525,0.5210714162807395,7.310609432998364,1.3611111111111112,1.436987178192635,1.7269133892650386,1.7575544011034006,0.8230161025225693,0.9310514417199957,0.8534541673560613,0.0,1.0307440152414282,1.5833333333333333,1.606812912540038,1.7139286977568635,1.7476899997854796,0.7430735636884731,1.0198608986577056,0.8943314614180236,0.0,1.0906960791630074
